;rt_user;t_user;user_id;retweet_count;favorite_count;created_at;retweeted;hashtags;user_mentions;text
171;Aliénor;SouveraineTech;3077629085;3;0;Thu Mar 30 09:01:13 +0000 2023;True;[];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];"RT @SouveraineTech: L'art d'ouvrir le débat.
https://t.co/GKzIJxWhSN"
173;Mireille Bonnin;InfraNum;1485337621;2;0;Thu Mar 30 08:23:44 +0000 2023;True;[];[{'screen_name': 'InfraNum', 'name': 'InfraNum', 'id': 928030280, 'id_str': '928030280', 'indices': [3, 12]}, {'screen_name': 'jlsalla', 'name': 'jean-luc sallaberry', 'id': 979376355304452097, 'id_str': '979376355304452097', 'indices': [84, 92]}, {'screen_name': 'fnccr', 'name': 'FNCCR', 'id': 510382623, 'id_str': '510382623', 'indices': [95, 101]}];"RT @InfraNum: ➡️ Discours d'ouverture sur les enjeux de souveraineté européenne par @jlsalla - @fnccr.
🎤Les datacenters publics territoriau…"
174;10.000 Codeurs;InfraNum;7,18291E+17;2;0;Thu Mar 30 08:04:25 +0000 2023;True;[];[{'screen_name': 'InfraNum', 'name': 'InfraNum', 'id': 928030280, 'id_str': '928030280', 'indices': [3, 12]}, {'screen_name': 'jlsalla', 'name': 'jean-luc sallaberry', 'id': 979376355304452097, 'id_str': '979376355304452097', 'indices': [84, 92]}, {'screen_name': 'fnccr', 'name': 'FNCCR', 'id': 510382623, 'id_str': '510382623', 'indices': [95, 101]}];"RT @InfraNum: ➡️ Discours d'ouverture sur les enjeux de souveraineté européenne par @jlsalla - @fnccr.
🎤Les datacenters publics territoriau…"
176;Mahjoub BAYASSINE;Alexis_IZARD;9,04251E+17;7;0;Thu Mar 30 04:21:28 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
177;MO Cazer;Alexis_IZARD;606246406;1;0;Thu Mar 30 03:55:57 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}];"RT @Alexis_IZARD: Reprendre une entreprise est une aventure exceptionnelle ! 

C’est aussi la clé pour protéger les emplois, favoriser les…"
178;Richard S.;FCazals;437351026;1;0;Wed Mar 29 23:47:12 +0000 2023;True;[];[{'screen_name': 'FCazals', 'name': 'François Cazals', 'id': 4471191, 'id_str': '4471191', 'indices': [3, 11]}];RT @FCazals: Google propose un indicateur de souveraineté numérique pour ses clients qui serait inquiet par l’application du Cloud Act en F…
179;Digital France School;Alexis_IZARD;1,00751E+18;7;0;Wed Mar 29 22:12:37 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
180;Bot Cyber-News 🏴‍☠️🇫🇷;marcoessomba;1,47217E+18;1;0;Wed Mar 29 22:00:03 +0000 2023;True;[{'text': 'CYBERSECURITE', 'indices': [70, 84]}, {'text': 'SOUVERAINETÉ', 'indices': [87, 100]}, {'text': 'GOUVERNANCE', 'indices': [103, 115]}];[{'screen_name': 'marcoessomba', 'name': 'Marco Essomba', 'id': 3123025469, 'id_str': '3123025469', 'indices': [3, 16]}];"RT @marcoessomba: PAROLES D'EXPERTS, TV EMISSION N°5, SAISON 2 [🇫🇷] | #CYBERSECURITE | #SOUVERAINETÉ | #GOUVERNANCE

Plus notre société se…"
182;Progressum;iDFRights;118988930;4;0;Wed Mar 29 20:59:26 +0000 2023;True;[];[{'screen_name': 'iDFRights', 'name': 'institute for Digital Fundamental Rights', 'id': 1246544499855278081, 'id_str': '1246544499855278081', 'indices': [3, 13]}, {'screen_name': 'B_SMART_TV', 'name': 'B SMART', 'id': 1262701894868389888, 'id_str': '1262701894868389888', 'indices': [29, 40]}, {'screen_name': 'JeanMarieCAVADA', 'name': 'Jean-Marie CAVADA', 'id': 378480926, 'id_str': '378480926', 'indices': [50, 66]}];RT @iDFRights: Lundi 20 mars @B_SMART_TV recevait @JeanMarieCAVADA : souveraineté numérique, droits voisins, données personnelles... 👉 A (r…
183;Pierre KUCHLY;Alexis_IZARD;164313583;7;0;Wed Mar 29 19:50:50 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
184;Dignilog;iDFRights;1,51316E+18;4;0;Wed Mar 29 19:22:57 +0000 2023;True;[];[{'screen_name': 'iDFRights', 'name': 'institute for Digital Fundamental Rights', 'id': 1246544499855278081, 'id_str': '1246544499855278081', 'indices': [3, 13]}, {'screen_name': 'B_SMART_TV', 'name': 'B SMART', 'id': 1262701894868389888, 'id_str': '1262701894868389888', 'indices': [29, 40]}, {'screen_name': 'JeanMarieCAVADA', 'name': 'Jean-Marie CAVADA', 'id': 378480926, 'id_str': '378480926', 'indices': [50, 66]}];RT @iDFRights: Lundi 20 mars @B_SMART_TV recevait @JeanMarieCAVADA : souveraineté numérique, droits voisins, données personnelles... 👉 A (r…
185;Souveraine Tech;iDFRights;1,25664E+18;4;0;Wed Mar 29 19:12:05 +0000 2023;True;[];[{'screen_name': 'iDFRights', 'name': 'institute for Digital Fundamental Rights', 'id': 1246544499855278081, 'id_str': '1246544499855278081', 'indices': [3, 13]}, {'screen_name': 'B_SMART_TV', 'name': 'B SMART', 'id': 1262701894868389888, 'id_str': '1262701894868389888', 'indices': [29, 40]}, {'screen_name': 'JeanMarieCAVADA', 'name': 'Jean-Marie CAVADA', 'id': 378480926, 'id_str': '378480926', 'indices': [50, 66]}];RT @iDFRights: Lundi 20 mars @B_SMART_TV recevait @JeanMarieCAVADA : souveraineté numérique, droits voisins, données personnelles... 👉 A (r…
187;Faye Jean-François;SouveraineTech;472946305;3;0;Wed Mar 29 18:42:27 +0000 2023;True;[];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];"RT @SouveraineTech: L'art d'ouvrir le débat.
https://t.co/GKzIJxWhSN"
189;Durand Aurelien @GenFrexit;OlivierLoisel33;8,22778E+17;6;0;Wed Mar 29 16:50:27 +0000 2023;True;[];[{'screen_name': 'OlivierLoisel33', 'name': 'Olivier Loisel 🇫🇷🕊🔻🏳️', 'id': 838780501825568770, 'id_str': '838780501825568770', 'indices': [3, 19]}];RT @OlivierLoisel33: Si vous êtes intéressés par la - vraie - souveraineté des données et des technologies, il faut assister à cet évènemen…
192;Antoine Gainot;SouveraineTech;1,24173E+18;3;0;Wed Mar 29 13:29:44 +0000 2023;True;[];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];"RT @SouveraineTech: L'art d'ouvrir le débat.
https://t.co/GKzIJxWhSN"
194;ThalieNa2978;SouveraineTech;1,59545E+18;32;0;Wed Mar 29 13:08:21 +0000 2023;True;[];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];"RT @SouveraineTech: ⭕️ Le 29 septembre 2023, vous n'êtes PLUS disponible !

Non, puisque ce jour-là, vous serez avec nous. Nous serons réun…"
195;Fondation Mines-Télécom;IMTFrance;1512683562;1;0;Wed Mar 29 12:54:34 +0000 2023;True;[];[{'screen_name': 'IMTFrance', 'name': 'Institut Mines-Télécom (IMT)', 'id': 786948902025039872, 'id_str': '786948902025039872', 'indices': [3, 13]}];"RT @IMTFrance: 🏆 Prix IMT-Académie des sciences, l’appel à candidatures ouvert jusqu’au 15 mai

▶️ 2 prix

▶️ 4 domaines
industrie du futur…"
196;MOSZYK THOMAS THERESE MARIE;MoszykM;1,17941E+18;1;0;Wed Mar 29 12:34:59 +0000 2023;True;[];[{'screen_name': 'MoszykM', 'name': 'MOSZYK THOMAS THERESE MARIE', 'id': 1179413235281387522, 'id_str': '1179413235281387522', 'indices': [3, 11]}];RT @MoszykM: Il va falloir réfléchir vite et bien, étant donné tout ce que premedite UE en terme de contrôles,de monnaie numérique.. Vous v…
200;Mathieu Acher;gchampeau;69819418;1;0;Wed Mar 29 12:06:11 +0000 2023;True;[];[{'screen_name': 'gchampeau', 'name': 'Guillaume Champeau', 'id': 23457312, 'id_str': '23457312', 'indices': [3, 13]}, {'screen_name': 'acherm', 'name': 'Mathieu Acher', 'id': 69819418, 'id_str': '69819418', 'indices': [15, 22]}];RT @gchampeau: @acherm Ah oui pour des raisons non techniques du coup, mais plutôt juridiques et stratégiques. Ca oui, clairement, il faut…
204;Guy Moise Schaub;sfermigier;243701923;4;0;Wed Mar 29 08:12:53 +0000 2023;True;[];"[{'screen_name': 'sfermigier', 'name': 'Stefane Fermigier', 'id': 18159539, 'id_str': '18159539', 'indices': [3, 14]}, {'screen_name': 'BertrandMocquet', 'name': 'Bertrand Mocquet Ph.D.', 'id': 226105408, 'id_str': '226105408', 'indices': [16, 32]}, {'screen_name': 'framaka', 'name': 'Alexis Kauffmann', 'id': 48297189, 'id_str': '48297189', 'indices': [33, 41]}, {'screen_name': 'tariqkrim', 'name': 'Tariq KRIM', 'id': 1428461, 'id_str': '1428461', 'indices': [42, 52]}, {'screen_name': 'gchampeau', 'name': 'Guillaume Champeau', 'id': 23457312, 'id_str': '23457312', 'indices': [53, 63]}, {'screen_name': 'epelboin', 'name': 'Fabrice Epelboin', 'id': 13830762, 'id_str': '13830762', 'indices': [64, 73]}, {'screen_name': 'waxzce', 'name': ""Quentin '🐧' ADAM"", 'id': 29678151, 'id_str': '29678151', 'indices': [74, 81]}, {'screen_name': 'bayartb', 'name': 'Benjamin Bayart', 'id': 64363268, 'id_str': '64363268', 'indices': [82, 90]}, {'screen_name': 'AlicePannier', 'name': 'Alice Pannier', 'id': 298006318, 'id_str': '298006318', 'indices': [91, 104]}, {'screen_name': 'pbeyssac', 'name': 'Pierre Beyssac 🇫🇷🇪🇺🇺🇦', 'id': 112850365, 'id_str': '112850365', 'indices': [105, 114]}, {'screen_name': 'vincib', 'name': '🐘 Benjamin Sonntag 🐙', 'id': 24000011, 'id_str': '24000011', 'indices': [115, 122]}]";RT @sfermigier: @BertrandMocquet @framaka @tariqkrim @gchampeau @epelboin @waxzce @bayartb @AlicePannier @pbeyssac @vincib Ce n'est qu'un e…
206;Souveraine Tech;GregSacco75;1,25664E+18;1;0;Wed Mar 29 06:55:08 +0000 2023;True;[];[{'screen_name': 'GregSacco75', 'name': 'Gregory Saccomani', 'id': 394899849, 'id_str': '394899849', 'indices': [3, 15]}, {'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [17, 32]}, {'screen_name': 'russeurope', 'name': 'Jacques Sapir', 'id': 927290354, 'id_str': '927290354', 'indices': [33, 44]}, {'screen_name': 'FrontPopOff', 'name': 'Front Populaire', 'id': 1243542086860918785, 'id_str': '1243542086860918785', 'indices': [45, 57]}];RT @GregSacco75: @SouveraineTech @russeurope @FrontPopOff Grand monsieur Jacques Sapir 😁 Et vive la souveraineté, qu'elle soit numérique, p…
209;Mon petit doigt m’a dit;SouveraineTech;1,33267E+18;10;0;Wed Mar 29 06:30:44 +0000 2023;True;[{'text': 'souveraineténumérique', 'indices': [71, 93]}];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];RT @SouveraineTech: 🛡  Nous aimerions organiser une joute libre sur la #souveraineténumérique, un débat filmé et diffusé en direct entre un…
211;Laurence Devillers;BertrandMocquet;492567212;1;0;Wed Mar 29 06:09:41 +0000 2023;True;[];"[{'screen_name': 'BertrandMocquet', 'name': 'Bertrand Mocquet Ph.D.', 'id': 226105408, 'id_str': '226105408', 'indices': [3, 19]}, {'screen_name': 'sfermigier', 'name': 'Stefane Fermigier', 'id': 18159539, 'id_str': '18159539', 'indices': [21, 32]}, {'screen_name': 'framaka', 'name': 'Alexis Kauffmann', 'id': 48297189, 'id_str': '48297189', 'indices': [33, 41]}, {'screen_name': 'gchampeau', 'name': 'Guillaume Champeau', 'id': 23457312, 'id_str': '23457312', 'indices': [42, 52]}, {'screen_name': 'epelboin', 'name': 'Fabrice Epelboin', 'id': 13830762, 'id_str': '13830762', 'indices': [53, 62]}, {'screen_name': 'waxzce', 'name': ""Quentin '🐧' ADAM"", 'id': 29678151, 'id_str': '29678151', 'indices': [63, 70]}, {'screen_name': 'bayartb', 'name': 'Benjamin Bayart', 'id': 64363268, 'id_str': '64363268', 'indices': [71, 79]}, {'screen_name': 'AlicePannier', 'name': 'Alice Pannier', 'id': 298006318, 'id_str': '298006318', 'indices': [80, 93]}, {'screen_name': 'pbeyssac', 'name': 'Pierre Beyssac 🇫🇷🇪🇺🇺🇦', 'id': 112850365, 'id_str': '112850365', 'indices': [94, 103]}, {'screen_name': 'vincib', 'name': '🐘 Benjamin Sonntag 🐙', 'id': 24000011, 'id_str': '24000011', 'indices': [104, 111]}, {'screen_name': 'hisaac25', 'name': 'Henri ISAAC', 'id': 23235112, 'id_str': '23235112', 'indices': [112, 121]}]";RT @BertrandMocquet: @sfermigier @framaka @gchampeau @epelboin @waxzce @bayartb @AlicePannier @pbeyssac @vincib @hisaac25 La souveraineté n…
215;La veille techno;ChangeonsLeJeu;135145900;1;0;Tue Mar 28 20:30:22 +0000 2023;True;[{'text': 'IA', 'indices': [64, 67]}];[{'screen_name': 'ChangeonsLeJeu', 'name': 'Alex A.', 'id': 784380301443301376, 'id_str': '784380301443301376', 'indices': [3, 18]}, {'screen_name': 'CerfiaFR', 'name': 'Cerfia', 'id': 971820228, 'id_str': '971820228', 'indices': [20, 29]}];RT @ChangeonsLeJeu: @CerfiaFR Ça c’est vraiment fantastique ! L’#IA redistribue les cartes pour la souveraineté numérique. Il faut s’en réj…
217;Christophe;SouveraineTech;273169963;10;0;Tue Mar 28 19:18:17 +0000 2023;True;[{'text': 'souveraineténumérique', 'indices': [71, 93]}];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];RT @SouveraineTech: 🛡  Nous aimerions organiser une joute libre sur la #souveraineténumérique, un débat filmé et diffusé en direct entre un…
218;Arnaud Versini☕️;LaMouetteODF;183228285;1;0;Tue Mar 28 19:01:44 +0000 2023;True;[{'text': 'COOLDays', 'indices': [93, 102]}];[{'screen_name': 'LaMouetteODF', 'name': 'La Mouette \uea00', 'id': 4835916558, 'id_str': '4835916558', 'indices': [3, 16]}, {'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [106, 121]}];"RT @LaMouetteODF: Il est question de souveraineté numérique aux COOL Days bien évidemment 💪

#COOLDays cc @SouveraineTech https://t.co/EKzo…"
219;Frédéric Hermelin 🎬;gchampeau;268962504;30;0;Tue Mar 28 18:55:00 +0000 2023;True;[];[{'screen_name': 'gchampeau', 'name': 'Guillaume Champeau', 'id': 23457312, 'id_str': '23457312', 'indices': [3, 13]}];RT @gchampeau: Pendant qu'en Europe on doit se battre pour avoir le droit d'exister sur le marché, on fait face à un Google qui peut sans m…
221;Thomas Fauré;whaller_fr;130274607;1;0;Tue Mar 28 17:49:24 +0000 2023;True;[];[{'screen_name': 'whaller_fr', 'name': 'Whaller', 'id': 563769406, 'id_str': '563769406', 'indices': [3, 14]}, {'screen_name': 'faure_t', 'name': 'Thomas Fauré', 'id': 130274607, 'id_str': '130274607', 'indices': [16, 24]}, {'screen_name': 'bymaddyness', 'name': 'Maddyness', 'id': 241045580, 'id_str': '241045580', 'indices': [41, 53]}];"RT @whaller_fr: @faure_t expose ici chez @bymaddyness sa vision de notre avenir technologique et de la souveraineté numérique. 
👉 Pour en s…"
222;Faye Jean-François;SouveraineTech;472946305;10;0;Tue Mar 28 17:38:27 +0000 2023;True;[{'text': 'souveraineténumérique', 'indices': [71, 93]}];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];RT @SouveraineTech: 🛡  Nous aimerions organiser une joute libre sur la #souveraineténumérique, un débat filmé et diffusé en direct entre un…
223;Techinnov;Alexis_IZARD;236832262;7;0;Tue Mar 28 17:35:29 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
224;Cedr33K;EcoleHexagone;2770138752;2;0;Tue Mar 28 17:23:08 +0000 2023;True;[];[{'screen_name': 'EcoleHexagone', 'name': 'École Hexagone', 'id': 1254711943908274177, 'id_str': '1254711943908274177', 'indices': [3, 17]}, {'screen_name': 'ssoumier', 'name': 'Stephane Soumier', 'id': 306673171, 'id_str': '306673171', 'indices': [21, 30]}, {'screen_name': 'Seby2027', 'name': 'Sébastien DHÉRINES 🇫🇷🥃', 'id': 28346746, 'id_str': '28346746', 'indices': [38, 47]}, {'screen_name': 'B_SMART_TV', 'name': 'B SMART', 'id': 1262701894868389888, 'id_str': '1262701894868389888', 'indices': [92, 103]}];RT @EcoleHexagone: 🎥 @ssoumier a reçu @Seby2027 dans son émission Smart Morning Soumier sur @B_SMART_TV pour évoquer la souveraineté numéri…
225;MORGAN;Alexis_IZARD;1,40053E+18;7;0;Tue Mar 28 17:22:39 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
226;missblabla75;GeoffroyRDB;560320919;3;0;Tue Mar 28 17:08:55 +0000 2023;True;[];[{'screen_name': 'GeoffroyRDB', 'name': 'Geoffroy Roux de Bez', 'id': 1168426548, 'id_str': '1168426548', 'indices': [3, 15]}, {'screen_name': 'cpoyau', 'name': 'Christian Poyau', 'id': 393661361, 'id_str': '393661361', 'indices': [50, 57]}, {'screen_name': 'medef', 'name': 'Mouvement des Entreprises de France', 'id': 15969561, 'id_str': '15969561', 'indices': [98, 104]}];RT @GeoffroyRDB: Dès le début de mon mandat, avec @cpoyau, qui préside la commission numérique du @medef, on s’est fixé comme objectif de m…
227;Metropolitic Nantes 🔁 Robot de retweet;GeismarLuc;1,48462E+18;1;0;Tue Mar 28 16:59:06 +0000 2023;True;[];[{'screen_name': 'GeismarLuc', 'name': 'GEISMAR Luc', 'id': 865700310131630080, 'id_str': '865700310131630080', 'indices': [3, 14]}];RT @GeismarLuc: Audition de Bruno Le Maire ministre de l’économie, des finances et de la souveraineté industrielle et numérique, sur la réf…
229;MO Cazer;Alexis_IZARD;606246406;7;0;Tue Mar 28 16:33:13 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
230;Perroc;Alexis_IZARD;910557985;7;0;Tue Mar 28 16:26:16 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
231;Tim Bouzon Ⓜ️;LopezLiguori;1,31493E+18;41;0;Tue Mar 28 16:21:29 +0000 2023;True;[{'text': 'SouverainetéNumérique', 'indices': [94, 116]}];[{'screen_name': 'LopezLiguori', 'name': 'Aurélien Lopez-Liguori', 'id': 985438173831618560, 'id_str': '985438173831618560', 'indices': [3, 16]}];"RT @LopezLiguori: 🔴Victoire !

L’Assemblée Nationale a adopté le premier amendement du groupe #SouverainetéNumérique que je préside.

Cet a…"
232;jonathan d;AssembleeNat;1,63569E+18;5;0;Tue Mar 28 16:18:07 +0000 2023;True;[];[{'screen_name': 'AssembleeNat', 'name': 'Assemblée nationale', 'id': 242694507, 'id_str': '242694507', 'indices': [3, 16]}];RT @AssembleeNat: 🔴 Réforme des règles du Pacte de stabilité et de croissance, harmonisation fiscale et politique industrielle européennes…
233;ƔƠƝƁƦƲƇƘЄƝ 𓄂;SouveraineTech;15186797;10;0;Tue Mar 28 16:13:08 +0000 2023;True;[{'text': 'souveraineténumérique', 'indices': [71, 93]}];[{'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [3, 18]}];RT @SouveraineTech: 🛡  Nous aimerions organiser une joute libre sur la #souveraineténumérique, un débat filmé et diffusé en direct entre un…
234;Christian Poyau;GeoffroyRDB;393661361;3;0;Tue Mar 28 16:08:33 +0000 2023;True;[];[{'screen_name': 'GeoffroyRDB', 'name': 'Geoffroy Roux de Bez', 'id': 1168426548, 'id_str': '1168426548', 'indices': [3, 15]}, {'screen_name': 'cpoyau', 'name': 'Christian Poyau', 'id': 393661361, 'id_str': '393661361', 'indices': [50, 57]}, {'screen_name': 'medef', 'name': 'Mouvement des Entreprises de France', 'id': 15969561, 'id_str': '15969561', 'indices': [98, 104]}];RT @GeoffroyRDB: Dès le début de mon mandat, avec @cpoyau, qui préside la commission numérique du @medef, on s’est fixé comme objectif de m…
236;Nathalie Lichtensztein;AssembleeNat;2783506577;5;0;Tue Mar 28 15:56:47 +0000 2023;True;[];[{'screen_name': 'AssembleeNat', 'name': 'Assemblée nationale', 'id': 242694507, 'id_str': '242694507', 'indices': [3, 16]}];RT @AssembleeNat: 🔴 Réforme des règles du Pacte de stabilité et de croissance, harmonisation fiscale et politique industrielle européennes…
237;Céline RUIZ;AssembleeNat;1,2982E+18;5;0;Tue Mar 28 15:43:02 +0000 2023;True;[];[{'screen_name': 'AssembleeNat', 'name': 'Assemblée nationale', 'id': 242694507, 'id_str': '242694507', 'indices': [3, 16]}];RT @AssembleeNat: 🔴 Réforme des règles du Pacte de stabilité et de croissance, harmonisation fiscale et politique industrielle européennes…
239;Christophe Boissimon;AssembleeNat;6,95749E+17;5;0;Tue Mar 28 15:39:22 +0000 2023;True;[];[{'screen_name': 'AssembleeNat', 'name': 'Assemblée nationale', 'id': 242694507, 'id_str': '242694507', 'indices': [3, 16]}];RT @AssembleeNat: 🔴 Réforme des règles du Pacte de stabilité et de croissance, harmonisation fiscale et politique industrielle européennes…
240;Commission des affaires européennes;AssembleeNat;9,78298E+17;5;0;Tue Mar 28 15:35:30 +0000 2023;True;[];[{'screen_name': 'AssembleeNat', 'name': 'Assemblée nationale', 'id': 242694507, 'id_str': '242694507', 'indices': [3, 16]}];RT @AssembleeNat: 🔴 Réforme des règles du Pacte de stabilité et de croissance, harmonisation fiscale et politique industrielle européennes…
242;Herodote1789;AlexZapolsky;3720042855;6;0;Tue Mar 28 15:08:51 +0000 2023;True;[];[{'screen_name': 'AlexZapolsky', 'name': 'Alexandre Zapolsky (we are hiring !)', 'id': 278458528, 'id_str': '278458528', 'indices': [3, 16]}, {'screen_name': 'linto_ai', 'name': 'LinTO.ai', 'id': 937700177321840641, 'id_str': '937700177321840641', 'indices': [41, 50]}, {'screen_name': 'SOFINS2', 'name': 'SOFINS', 'id': 1101546930394533893, 'id_str': '1101546930394533893', 'indices': [91, 99]}];"RT @AlexZapolsky: Tellement fier qu'avec @linto_ai on fasse la transcription temps réel du @SOFINS2 , le salon des Forces Spéciales ☺️
Quan…"
